[공통 DB 연결] process.env.DB_NAME: bettingDB
[업서트] JLEAGUE | Port Adelaide Football Club vs Carlton Football Club | null - null | status: scheduled | result: pending
[결과 없음] 2025-06-18 | KT Wiz vs Lotte Giants | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[결과 없음] 2025-06-18 | Kia Tigers vs Samsung Lions | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[결과 없음] 2025-06-18 | Kiwoom Heroes vs NC Dinos | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[업서트] JLEAGUE | St. Louis Cardinals vs Chicago Cubs | 8 - 7 | status: finished | result: home_win
[업서트] JLEAGUE | Kiwoom Heroes vs Kia Tigers | 9 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | San Diego Padres vs Washington Nationals | 6 - 10 | status: finished | result: away_win
[업서트] JLEAGUE | Los Angeles Angels vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | New York Mets vs Atlanta Braves | 4 - 7 | status: finished | result: away_win
[업서트] JLEAGUE | Kansas City Royals vs Tampa Bay Rays | 1 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Baltimore Orioles vs Texas Rangers | 5 - 6 | status: finished | result: away_win
[업서트] JLEAGUE | Cleveland Guardians vs Toronto Blue Jays | 6 - 10 | status: finished | result: away_win
[업서트] JLEAGUE | Cincinnati Reds vs New York Yankees | 5 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | Chicago White Sox vs Arizona Diamondbacks | 1 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Milwaukee Brewers vs Pittsburgh Pirates | 9 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Minnesota Twins vs Seattle Mariners | 5 - 6 | status: finished | result: away_win
[업서트] JLEAGUE | NC Dinos vs Lotte Giants | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Doosan Bears vs SSG Landers | 5 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Iowa Cubs vs Columbus Clippers | 0 - 12 | status: finished | result: away_win
[업서트] JLEAGUE | Wei Chuan Dragons vs Rakuten Monkeys | 3 - 11 | status: finished | result: away_win
[업서트] JLEAGUE | Fubon Guardians vs Uni-President Lions | 5 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Piratas de Campeche vs Diablos Rojos del México | 5 - 11 | status: finished | result: away_win
[업서트] JLEAGUE | Detroit Tigers vs Athletics | 11 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | Toledo Mud Hens vs Charlotte Knights | 4 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Durham Bulls vs Memphis Redbirds | 15 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | KT Wiz vs LG Twins | 5 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Norfolk Tides vs Gwinnett Stripers | 3 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | 6 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Rochester Red Wings vs Syracuse Mets | 5 - 12 | status: finished | result: away_win
[업서트] JLEAGUE | Indianapolis Indians vs Omaha Storm Chasers | 9 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Chiba Lotte Marines vs Yomiuri Giants | 6 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | Conspiradores de Querétaro vs Sultanes de Monterrey | 9 - 7 | status: finished | result: home_win
[업서트] JLEAGUE | Samsung Lions vs Hanwha Eagles | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Italy Basketball Women vs Turkey Basketball Women | 76 - 74 | status: scheduled | result: home_win
[업서트] JLEAGUE | Ulm vs Bayern München Basketball | 53 - 67 | status: finished | result: away_win
[업서트] JLEAGUE | France Basketball Women vs Lithuania Basketball Women | 83 - 61 | status: finished | result: home_win
[업서트] JLEAGUE | KK Spartak Subotica vs KK Partizan | 79 - 93 | status: finished | result: away_win
[업서트] JLEAGUE | Paris Basketball vs AS Monaco Basket | 99 - 93 | status: finished | result: home_win
[업서트] JLEAGUE | Northern Knights vs North West Warriors | 42 - 181 | status: finished | result: away_win
[업서트] JLEAGUE | Leinster Lightning vs Munster Reds | 123 - 122 | status: finished | result: home_win
[업서트] JLEAGUE | MI New York vs San Francisco Unicorns | 199 - 246 | status: finished | result: away_win
[업서트] JLEAGUE | Germany Hockey vs Australia Hockey | 3 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | 22 de Julio vs San Antonio FC | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Changchun Xidu vs Hubei Istar | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Brera Ilch vs SP Falcons | 2 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Al Wahda Damascus vs Hutteen SC | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Portland Bangers vs Lane United | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Southern California Eagles vs FC Tucson | 2 - 2 | status: finished | result: draw
[업서트] JLEAGUE | CISA vs Albion SC Colorado | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | AC Connecticut vs Vermont Green | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Charlotte Eagles vs SC United Bantams | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Virginia Beach United vs Virginia Marauders | 3 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Lansing City Football vs AFC Ann Arbor | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Tacoma Stars vs Ballard FC | 0 - 11 | status: finished | result: away_win
[업서트] JLEAGUE | Asheville City SC vs East Atlanta Dutch Lions | 4 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Ventura County Fusion vs FC Capo II | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Guadeloupe vs Guatemala | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Panama vs Jamaica | 4 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Tishreen vs Taliya SC | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Lambton Jaffas vs Broadmeadow Magic | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | New Lambton vs Charlestown Azzurri | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Al Mirghani vs Al-Merrikh Al-Ubayyid | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Al-Zamala Umrawaba vs Al-Ahli Wad Madani | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Alittihad Misurata vs Al-Ittihad Tripoli | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Maniema Union vs DCMP Imana | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Saint-Éloi Lupopo vs TP Mazembe | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Simba Kolwezi vs Vita Club | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Don Bosco vs Sanga Balende | 3 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Inter Miami vs Palmeiras | 2 - 2 | status: finished | result: draw
[업서트] JLEAGUE | FC Porto vs Al Ahly SC | 4 - 4 | status: finished | result: draw
[업서트] JLEAGUE | Gauthiod vs IK Zenith | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Järfälla vs Franke | 5 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Stocksund vs Karlberg | 0 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Räppe vs Kristianstad | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Benfica vs Bayern Munich | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Auckland City vs Boca Juniors | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Klubi 04 vs HJK Helsinki | 0 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | AC Oulu vs SJK Seinajoki | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Haka vs KuPS | 1 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Ekenäs IF vs Jaro | 2 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | La Luz vs Atenas | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Ahal vs Arkadag | 0 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Manta vs Orense | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Hawasa Ketema vs Adama Kenema | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Fasil Kenema vs Sidama Bunna | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Goiás vs Athletic Club-MG | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Žalgiris Vilnius vs Hegelmann Litauen | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Volgar Astrakhan vs Chelyabinsk | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Venezuela U17 vs Paraguay U17 | 3 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Turkey U17 vs Chile U17 | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Tishreen vs Taliya SC | 0 - 1 | status: scheduled | result: away_win
[업서트] JLEAGUE | Dainava vs Banga Gargždai | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Kauno Žalgiris vs Panevėžys | 3 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | GKS Katowice vs Pogoń Szczecin | null - null | status: scheduled | result: pending
[업서트] JLEAGUE | New York Mets vs Atlanta Braves | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Cincinnati Reds vs New York Yankees | 6 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Chicago White Sox vs Arizona Diamondbacks | 0 - 10 | status: finished | result: away_win
[업서트] JLEAGUE | Baltimore Orioles vs Texas Rangers | 6 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Milwaukee Brewers vs Pittsburgh Pirates | 4 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Minnesota Twins vs Seattle Mariners | 2 - 11 | status: finished | result: away_win
[업서트] JLEAGUE | St. Louis Cardinals vs Chicago Cubs | 8 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Olmecas de Tabasco vs Charros de Jalisco | 7 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Rieleros de Aguascalientes vs El Águila de Veracruz | 7 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Piratas de Campeche vs Caliente de Durango | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Conspiradores de Querétaro vs Sultanes de Monterrey | 7 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | Leones de Yucatán vs Toros de Tijuana | null - null | status: postponed | result: pending
[업서트] JLEAGUE | El Paso Chihuahuas vs Reno Aces | 4 - 12 | status: finished | result: away_win
[업서트] JLEAGUE | Golden State Valkyries vs Connecticut Sun | 87 - 63 | status: finished | result: home_win
[업서트] JLEAGUE | Besiktas Basketbol vs Fenerbahçe Basketbol | 87 - 91 | status: finished | result: away_win
[업서트] JLEAGUE | Boca Juniors vs Quimsa | 70 - 58 | status: finished | result: home_win
[업서트] JLEAGUE | Oklahoma City Thunder vs Indiana Pacers | 103 - 91 | status: finished | result: home_win
[업서트] JLEAGUE | Texas Super Kings vs Washington Freedom | 220 - 223 | status: finished | result: away_win
[업서트] JLEAGUE | Charlotte Checkers vs Abbotsford Canucks | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Central Pulse vs Southern Steel | null - null | status: scheduled | result: pending
[업서트] JLEAGUE | ÍBV Vestmannaeyjar vs Afturelding | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Valur vs KR Reykjavík | 6 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Everton de Viña del Mar vs O'Higgins | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | San Diego Wave vs Washington Spirit | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Bohemians vs Shamrock Rovers | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Cork City vs Drogheda United | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Sligo Rovers vs Galway United | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | St Patricks vs Derry City | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Waterford vs Shelbourne | 2 - 2 | status: finished | result: draw
[업서트] JLEAGUE | GIF Sundsvall vs Trelleborgs FF | 4 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Helsingborg vs Umeå | 5 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Wolayta Dicha vs Diredawa Ketema | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Hadia Hosaina vs Arba Minch Kenema | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Dinamo Samarqand vs Bunyodkor | 0 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Operário Ferroviário vs Novorizontino | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Mjøndalen vs Skeid | 1 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Nueva Chicago vs Colón | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Olimpo vs Santamarina | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Bartolomé Mitre vs Sarmiento de La Banda | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | PK-35 vs SJK Akatemia | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Vakhsh Bokhtar vs Khujand | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Melbourne Victory Youth vs Port Melbourne | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Deportivo Paraguayo vs CA Atlas | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Hunters vs FC Ulaanbaatar | 2 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Kings Hammer FC vs Dayton Dutch Lions | 2 - 2 | status: finished | result: draw
[업서트] JLEAGUE | AHFC Royals vs Lonestar SC | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Sporting JAX vs Brooke House | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Mexico vs Costa Rica | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Dominican Republic vs Suriname | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Bray Wanderers vs UCD | 1 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Cobh Ramblers vs Kerry | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Hay Al Wadi vs Alamal SC Atbara | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Portugal Women vs Nigeria Women | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Al Sadaqa vs Al-Akhdar | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Finn Harps vs Dundalk | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Al-Hilal Benghazi vs Al-Nasr SCSC | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Cerro Largo vs Plaza Colonia | 0 - 1 | status: finished | result: away_win
[업서트] JLEAGUE | Boston River vs Montevideo City Torque | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Longford Town vs Athlone Town | 3 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Dinamo-2 Minsk vs Bumprom Gomel | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Minsk-2 vs UniXLabs Minsk | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Treaty United vs Wexford | 0 - 0 | status: finished | result: draw
[업서트] JLEAGUE | Independiente CG vs Deportivo Capiatá | 1 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Al-Ahly Benghazi vs Al-Tahaddi | 3 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Manchester City vs Al Ain | 6 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Netherlands U19 vs Romania U19 | 3 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Atletico Madrid vs Botafogo | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Spain U19 vs Germany U19 | 3 - 3 | status: finished | result: draw
[업서트] JLEAGUE | Seattle Sounders FC vs Paris SG | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Renaissance vs Wakriya | 0 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Ashanti Golden Boys vs CI Kamsar | 2 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Breiðablik vs Fram Reykjavík | 1 - 1 | status: finished | result: draw
[업서트] JLEAGUE | Sportivo Carapeguá vs Guaraní de Fram | 1 - 1 | status: finished | result: draw
[결과 없음] 2025-06-18 | LG Twins vs SSG Landers | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[업서트] JLEAGUE | Hamburg Sea Devils vs Prague Lions | 14 - 19 | status: finished | result: away_win
[업서트] JLEAGUE | Berlin Thunder vs Munich Ravens | 12 - 35 | status: finished | result: away_win
[업서트] JLEAGUE | Paris Musketeers vs Frankfurt Galaxy | 35 - 16 | status: finished | result: home_win
[업서트] JLEAGUE | BC Lions vs Winnipeg Blue Bombers | 14 - 27 | status: scheduled | result: away_win
[업서트] JLEAGUE | Stuttgart Surge vs Cologne Centurions | 88 - 7 | status: finished | result: home_win
[업서트] JLEAGUE | Western Bulldogs vs Richmond Football Club | null - null | status: scheduled | result: pending
[업서트] JLEAGUE | Greater Western Sydney Giants vs Gold Coast Football Club | 106 - 99 | status: finished | result: home_win
[업서트] JLEAGUE | Saraperos de Saltillo vs Pericos de Puebla | 12 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | Saraperos de Saltillo vs Pericos de Puebla | 4 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Tigres de Quintana Roo vs Tecolotes de los Dos Laredos | 7 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Tigres de Quintana Roo vs Tecolotes de los Dos Laredos | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Conspiradores de Querétaro vs Sultanes de Monterrey | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Dorados de Chihuahua vs Guerreros de Oaxaca | 7 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | Hanwha Eagles vs Kiwoom Heroes | 10 - 4 | status: finished | result: home_win
[업서트] JLEAGUE | KT Wiz vs NC Dinos | 0 - 2 | status: finished | result: away_win
[업서트] JLEAGUE | Dorados de Chihuahua vs Guerreros de Oaxaca | 10 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | Colorado Rockies vs Arizona Diamondbacks | 3 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Los Angeles Dodgers vs Washington Nationals | 3 - 7 | status: finished | result: away_win
[업서트] JLEAGUE | Los Angeles Angels vs Houston Astros | 9 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Philadelphia Phillies vs New York Mets | 7 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Toronto Blue Jays vs Chicago White Sox | 2 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Miami Marlins vs Atlanta Braves | 5 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Minnesota Twins vs Milwaukee Brewers | 8 - 9 | status: finished | result: away_win
[업서트] JLEAGUE | St. Louis Cardinals vs Cincinnati Reds | 1 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Chicago Cubs vs Seattle Mariners | 6 - 14 | status: finished | result: away_win
[업서트] JLEAGUE | San Diego Padres vs Kansas City Royals | 3 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Tampa Bay Rays vs Detroit Tigers | 3 - 9 | status: finished | result: away_win
[업서트] JLEAGUE | Pittsburgh Pirates vs Texas Rangers | 8 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | New York Yankees vs Baltimore Orioles | 4 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Los Angeles Dodgers vs Washington Nationals | 13 - 7 | status: finished | result: home_win
[업서트] JLEAGUE | Colorado Rockies vs Arizona Diamondbacks | 4 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | San Francisco Giants vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Los Angeles Angels vs Houston Astros | 7 - 8 | status: finished | result: away_win
[업서트] JLEAGUE | Rieleros de Aguascalientes vs El Águila de Veracruz | 4 - 10 | status: finished | result: away_win
[업서트] JLEAGUE | Athletics vs Cleveland Guardians | 2 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Athletics vs Cleveland Guardians | 0 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | El Paso Chihuahuas vs Reno Aces | 3 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Tacoma Rainiers vs Albuquerque Isotopes | 6 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Oklahoma City Comets vs Round Rock Express | 4 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Salt Lake Bees vs Sacramento River Cats | 3 - 9 | status: finished | result: away_win
[업서트] JLEAGUE | Oklahoma City Comets vs Round Rock Express | 10 - 8 | status: finished | result: home_win
[업서트] JLEAGUE | Salt Lake Bees vs Sacramento River Cats | 11 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Tacoma Rainiers vs Albuquerque Isotopes | 7 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Columbus Clippers vs Indianapolis Indians | 8 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | Louisville Bats vs Scranton-Wilkes-Barre RailRiders | 2 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Worcester Red Sox vs Buffalo Bisons | 12 - 10 | status: finished | result: home_win
[업서트] JLEAGUE | LG Twins vs Doosan Bears | 13 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Lotte Giants vs Samsung Lions | 9 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | Lehigh Valley IronPigs vs Rochester Red Wings | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Memphis Redbirds vs Norfolk Tides | 9 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | SSG Landers vs Kia Tigers | 4 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Nashville Sounds vs Iowa Cubs | 1 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | St. Paul Saints vs Toledo Mud Hens | 3 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Charlotte Knights vs Gwinnett Stripers | 4 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Omaha Storm Chasers vs Durham Bulls | 6 - 7 | status: finished | result: away_win
[업서트] JLEAGUE | Sugar Land Space Cowboys vs Las Vegas Aviators | 7 - 3 | status: finished | result: home_win
[업서트] JLEAGUE | Sugar Land Space Cowboys vs Las Vegas Aviators | 5 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Diablos Rojos del México vs Acereros de Monclova | null - null | status: postponed | result: pending
[업서트] JLEAGUE | Piratas de Campeche vs Caliente de Durango | 6 - 5 | status: finished | result: home_win
[업서트] JLEAGUE | Wei Chuan Dragons vs Uni-President Lions | 4 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | CTBC Brothers vs Fubon Guardians | 10 - 0 | status: finished | result: home_win
[업서트] JLEAGUE | Rakuten Monkeys vs TSG Hawks | 2 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | L and D Amsterdam vs UVV Utrecht | 11 - 7 | status: finished | result: home_win
[업서트] JLEAGUE | Curaçao Neptunus vs Corendon Kinheim | 13 - 6 | status: finished | result: home_win
[업서트] JLEAGUE | Twins Oosterhout vs Hoofddorp Pioniers | 2 - 6 | status: finished | result: away_win
[업서트] JLEAGUE | Hiroshima Toyo Carp vs Tohoku Rakuten Golden Eagles | 5 - 2 | status: finished | result: home_win
[업서트] JLEAGUE | Chunichi Dragons vs Hokkaido Nippon-Ham Fighters | 4 - 1 | status: finished | result: home_win
[업서트] JLEAGUE | Tokyo Yakult Swallows vs Orix Buffaloes | 2 - 4 | status: finished | result: away_win
[업서트] JLEAGUE | Hanshin Tigers vs Fukuoka SoftBank Hawks | 1 - 3 | status: finished | result: away_win
[업서트] JLEAGUE | Yokohama DeNA BayStars vs Chiba Lotte Marines | 9 - 10 | status: finished | result: away_win
[업서트] JLEAGUE | Yomiuri Giants vs Saitama Seibu Lions | 0 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Leones de Yucatán vs Toros de Tijuana | 3 - 5 | status: finished | result: away_win
[업서트] JLEAGUE | Olmecas de Tabasco vs Charros de Jalisco | 5 - 6 | status: finished | result: away_win
[업서트] JLEAGUE | Minnesota Lynx vs Los Angeles Sparks | 82 - 66 | status: finished | result: home_win
[업서트] JLEAGUE | Brampton Honey Badgers vs Ottawa BlackJacks | 76 - 89 | status: finished | result: away_win
[업서트] JLEAGUE | Montenegro Basketball Women vs Portugal Basketball Women | 49 - 63 | status: finished | result: away_win
[업서트] JLEAGUE | Great Britain Basketball Women vs Germany Basketball Women | 67 - 80 | status: finished | result: away_win
[업서트] JLEAGUE | KK Partizan vs KK Spartak Subotica | 94 - 74 | status: finished | result: home_win
[업서트] JLEAGUE | Start Lublin vs Legia Warszawa | 82 - 92 | status: finished | result: away_win
[업서트] JLEAGUE | AS Monaco Basket vs Paris Basketball | 80 - 74 | status: finished | result: home_win
[업서트] JLEAGUE | Belgium Basketball Women vs Czech Republic Basketball Women | 72 - 60 | status: finished | result: home_win
[업서트] JLEAGUE | Real Madrid Baloncesto vs Valencia Basket | 102 - 96 | status: scheduled | result: home_win
[업서트] JLEAGUE | Scarborough Shooting Stars vs Niagara River Lions | 102 - 70 | status: finished | result: home_win
[업서트] JLEAGUE | Instituto de Cordoba vs Regatas Corrientes | 82 - 72 | status: finished | result: home_win
[업서트] JLEAGUE | Edmonton Stingers vs Winnipeg Sea Bears | 98 - 85 | status: finished | result: home_win
[업서트] JLEAGUE | Manawatu Jets vs Canterbury Rams | 92 - 86 | status: finished | result: home_win
[업서트] JLEAGUE | Auckland Tuatara vs Southland Sharks | 80 - 86 | status: finished | result: away_win
[업서트] JLEAGUE | Sweden Basketball Women vs Spain Basketball Women | 75 - 78 | status: scheduled | result: away_win
[업서트] JLEAGUE | Calgary Surge vs Vancouver Bandits | 100 - 83 | status: finished | result: home_win
[업서트] JLEAGUE | Atlanta Dream vs Chicago Sky | 93 - 80 | status: finished | result: home_win
[업서트] JLEAGUE | Las Vegas Aces vs Indiana Fever | 89 - 81 | status: finished | result: home_win
[업서트] JLEAGUE | Washington Mystics vs Dallas Wings | 91 - 88 | status: scheduled | result: home_win
[업서트] JLEAGUE | Seattle Storm vs New York Liberty | 89 - 79 | status: finished | result: home_win
[업서트] JLEAGUE | Montreal Alliance vs Saskatchewan Rattlers | 93 - 89 | status: finished | result: home_win
[업서트] JLEAGUE | Los Angeles Knight Riders vs Seattle Orcas | 178 - 177 | status: finished | result: home_win
[업서트] JLEAGUE | MI New York vs Washington Freedom | 188 - 189 | status: finished | result: away_win
[업서트] JLEAGUE | Spain Hockey vs Ireland Hockey | 9 - 1 | status: finished | result: home_win
