[공통 DB 연결] process.env.DB_NAME: bettingDB
[업서트] J리그 | Port Adelaide Football Club vs Carlton Football Club | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Tecolotes de los Dos Laredos vs Charros de Jalisco | 4 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Samsung Lions vs Hanwha Eagles | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | NC Dinos vs Lotte Giants | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | KT Wiz vs LG Twins | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Kiwoom Heroes vs Kia Tigers | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Doosan Bears vs SSG Landers | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Sultanes de Monterrey vs Caliente de Durango | 5 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Norfolk Tides vs Gwinnett Stripers | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Round Rock Express vs Tacoma Rainiers | 13 - 4 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Fubon Guardians vs Rakuten Monkeys | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Uni-President Lions vs TSG Hawks | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Detroit Tigers vs Athletics | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Houston Astros vs Philadelphia Phillies | 2 - null | status: finished | result: pending
[업서트] 브라질 세리에 A | Iowa Cubs vs Columbus Clippers | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Piratas de Campeche vs Diablos Rojos del México | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | El Paso Chihuahuas vs Sugar Land Space Cowboys | 14 - 8 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Buffalo Bisons vs Lehigh Valley IronPigs | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Toledo Mud Hens vs Charlotte Knights | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Indianapolis Indians vs Omaha Storm Chasers | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Rochester Red Wings vs Syracuse Mets | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Durham Bulls vs Memphis Redbirds | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Franklin Bulls vs Manawatu Jets | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Las Vegas Aces vs Connecticut Sun | 85 - 59 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Golden State Valkyries vs New York Liberty | 78 - 81 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Indiana Fever vs Los Angeles Sparks | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Bayern München Basketball vs Ulm | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Leinster Lightning vs Northern Knights | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Munster Reds vs North West Warriors | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | San Francisco Unicorns vs Seattle Orcas | 176 - 144 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Penrith Panthers vs Canterbury Bankstown Bulldogs | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | FC Dallas vs San Jose Earthquakes | 2 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Sporting Kansas City vs Charlotte FC | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Minnesota United vs Houston Dynamo | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | St. Louis City SC vs Orlando City | 2 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Colorado Rapids vs LA Galaxy | 2 - 0 | status: scheduled | result: home_win
[업서트] 브라질 세리에 A | Vancouver Whitecaps vs San Diego FC | 3 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Urawa Red Diamonds vs Monterrey | 0 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Inter Milan vs River Plate | 2 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Juventus vs Manchester City | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Wydad Casablanca vs Al Ain | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Union Omaha vs Richmond Kickers | 3 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Njarðvík vs Keflavík | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Skála ÍF vs B36 Tórshavn II | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Universidad Católica del Ecuador vs Emelec | 1 - 1 | status: finished | result: draw
[업서트] 브라질 세리에 A | Norway Women vs Sweden Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Xorazm Urganch vs Andijon | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Shire Endaselassie vs Ethiopian Medhin | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Philadelphia Union II vs New England Revolution II | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Los Angeles FC II vs Minnesota United FC 2 | 1 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Norrby vs Torslanda | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Casa Sport vs Guédiawaye FC | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | BFC Daugavpils vs Grobiņas SC-LFS | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Cong An Nhan Dan FC vs Viettel | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Hill Country Lobos vs Corpus Christi FC | 2 - 2 | status: finished | result: draw
[업서트] 브라질 세리에 A | Tigre vs Banfield | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Husqvarna FF vs Lunds BK | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Charlottesville Blues vs Lionsbridge FC | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Apotheos FC vs Dothan United | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | AC Houston Sur vs Twin City Toucans | 0 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | AHFC Royals vs GFI Academy | 4 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Louisiana Krewe vs Denton Diablos | 3 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Birmingham Legion 2 vs Tennessee SC | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Sunflower State vs Santafé Wanderers | 2 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Patuxent Football Athletics vs Northern Virginia FC | 0 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Yunnan Yukun vs Henan FC | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | McKinney Chupacabras vs Little Rock Rangers | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Bigfoot FC vs FC Olympia | 2 - 2 | status: finished | result: draw
[업서트] 브라질 세리에 A | San Francisco City FC vs Marin FC Legends | 1 - 2 | status: finished | result: away_win
[업서트] 브라질 세리에 A | AMSG FC vs Coachella SC | 15 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | CISA vs Colorado Storm | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Switzerland Women vs Czechia Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Jazz vs PKKU | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Song Lam Nghe An vs Binh Duong | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Atlético Vinotinto vs Guayaquil City | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Netherlands Women vs Finland Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Shanghai Port vs Dalian Yingbo | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Atlético Grau vs Universitario | 0 - 2 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Australia Women vs Slovenia Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Poland Women vs Ukraine Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | DCMP Imana vs Vita Club | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | TP Mazembe vs JS Kinshasa | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Maniema Union vs Saint-Éloi Lupopo | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Belgium Women vs Greece Women | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Rostocker FC vs Hansa Rostock | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | FC Midtjylland vs Silkeborg IF | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Chicago Fire vs Philadelphia Union | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Paks vs Szeged-Csanád | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Noah vs DAC 1904 Dunajská Streda | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Sparta Prague vs Slovan Bratislava | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Imbabura vs Cumbayá | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Bourj vs Chabab Ghazieh | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Sagesse SC vs Tadamon Sour | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Safa vs Nejmeh SC | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | FS Jelgava vs RFS | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Spain U19 vs Netherlands U19 | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Paraguay U17 vs Turkey U17 | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Venezuela U17 vs Chile U17 | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Gorée vs AJEL Rufisque | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Teungueth vs Ouakam | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Pikine vs ASC HLM | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | ASC Linguère vs Oslo FA | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Génération Foot vs Jamono Fatick | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Dakar Sacré Coeur vs Wally Daan | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Jaraaf vs Sonacos | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | China Volleyball vs USA Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | France Volleyball vs Japan Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Netherlands Volleyball vs Germany Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Serbia Volleyball vs Cuba Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Brazil Volleyball vs China Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Turkey Volleyball vs Ukraine Volleyball | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Houston Astros vs Philadelphia Phillies | 1 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | San Diego Padres vs Washington Nationals | 4 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Colorado Rockies vs Los Angeles Dodgers | 7 - 9 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Los Angeles Angels vs Boston Red Sox | 3 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | San Francisco Giants vs Miami Marlins | 2 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Milwaukee Brewers vs Pittsburgh Pirates | 4 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | San Diego Padres vs Washington Nationals | 1 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | New York Mets vs Atlanta Braves | 7 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Kansas City Royals vs Tampa Bay Rays | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Cincinnati Reds vs New York Yankees | 1 - 7 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Cleveland Guardians vs Toronto Blue Jays | 5 - 4 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Chicago White Sox vs Arizona Diamondbacks | 7 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Baltimore Orioles vs Texas Rangers | 0 - 7 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Los Angeles Angels vs Boston Red Sox | 5 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Minnesota Twins vs Seattle Mariners | 2 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | St. Louis Cardinals vs Chicago Cubs | 0 - 8 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Samsung Lions vs Hanwha Eagles | 7 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Acereros de Monclova vs Dorados de Chihuahua | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Tecolotes de los Dos Laredos vs Charros de Jalisco | 9 - 5 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Doosan Bears vs SSG Landers | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Durham Bulls vs Memphis Redbirds | 2 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Sultanes de Monterrey vs Caliente de Durango | 5 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Kiwoom Heroes vs Kia Tigers | 3 - 6 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Piratas de Campeche vs Diablos Rojos del México | 4 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | El Paso Chihuahuas vs Sugar Land Space Cowboys | 6 - 5 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Fubon Guardians vs Rakuten Monkeys | 2 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | KT Wiz vs LG Twins | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Norfolk Tides vs Gwinnett Stripers | 5 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Detroit Tigers vs Athletics | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Las Vegas Aviators vs Albuquerque Isotopes | 6 - 11 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Reno Aces vs Salt Lake Bees | 18 - 15 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Round Rock Express vs Tacoma Rainiers | 3 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Sacramento River Cats vs Oklahoma City Comets | 2 - 13 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Reno Aces vs Salt Lake Bees | 6 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Sacramento River Cats vs Oklahoma City Comets | 0 - 16 | status: finished | result: away_win
[업서트] 브라질 세리에 A | St. Paul Saints vs Louisville Bats | 6 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Toledo Mud Hens vs Charlotte Knights | 3 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Buffalo Bisons vs Lehigh Valley IronPigs | 1 - 7 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Rochester Red Wings vs Syracuse Mets | 1 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Iowa Cubs vs Columbus Clippers | 7 - 8 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Indianapolis Indians vs Omaha Storm Chasers | 5 - 7 | status: finished | result: away_win
[업서트] 브라질 세리에 A | St. Paul Saints vs Louisville Bats | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Scranton-Wilkes-Barre RailRiders vs Worcester Red Sox | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Toros de Tijuana vs Algodoneros de Unión Laguna | 2 - 14 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Pericos de Puebla vs Conspiradores de Querétaro | 6 - 7 | status: finished | result: away_win
[업서트] 브라질 세리에 A | El Águila de Veracruz vs Leones de Yucatán | 5 - 3 | status: finished | result: home_win
[업서트] 브라질 세리에 A | NC Dinos vs Lotte Giants | 7 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Saraperos de Saltillo vs Rieleros de Aguascalientes | 12 - 11 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Guerreros de Oaxaca vs Tigres de Quintana Roo | 3 - 8 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Chicago Sky vs Los Angeles Sparks | 97 - 86 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Dallas Wings vs Atlanta Dream | 68 - 55 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Washington Mystics vs Minnesota Lynx | 68 - 64 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Seattle Storm vs Indiana Fever | 86 - 94 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Nelson Giants vs Auckland Tuatara | 104 - 85 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Fenerbahçe Basketbol vs Besiktas Basketbol | 84 - 68 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Valencia Basket vs Real Madrid Baloncesto | 70 - 81 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Belgium Basketball Women vs Germany Basketball Women | 83 - 59 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Boca Juniors vs Quimsa | 87 - 70 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Spain Basketball Women vs Czech Republic Basketball Women | 88 - 81 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Regatas Corrientes vs Instituto de Cordoba | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Texas Super Kings vs Los Angeles Knight Riders | 196 - 144 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Munster Reds vs Northern Knights | 152 - 177 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Leinster Lightning vs North West Warriors | 147 - 143 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Germany Hockey vs Australia Hockey | 5 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | New Lambton vs Lambton Jaffas | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Maitland vs Cooks Hill United | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Valentine vs Adamstown Rosebud | 2 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Edgeworth vs Belmont Swansea United | 4 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Weston Bears vs Newcastle Olympic | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Columbus Crew vs Atlanta United | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | New England Revolution vs Nashville SC | 2 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Toronto FC vs New York Red Bulls | 1 - 1 | status: finished | result: draw
[업서트] 브라질 세리에 A | Loudoun United vs Louisville City | 1 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Tampa Bay Rowdies vs Indy Eleven | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Kawasaki Frontale vs Albirex Niigata | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Yokohama F Marinos vs FC Tokyo | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Eastern Suburbs FC vs Brisbane Roar Youth | 3 - 3 | status: finished | result: draw
[업서트] 브라질 세리에 A | Moreton City Excelsior vs Gold Coast United | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Olympic FC vs Sunshine Coast Wanderers | 0 - 0 | status: finished | result: draw
[업서트] 브라질 세리에 A | Peninsula Power vs Wynnum Wolves | 1 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Espérance de Tunis vs Chelsea | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Borussia Dortmund vs Ulsan HD | 1 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Mamelodi Sundowns vs Fluminense | 0 - 0 | status: finished | result: draw
[업서트] 브라질 세리에 A | South Georgia Tormenta vs FC Naples | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Shanghai Shenhua vs Tianjin Jinmen Tiger | 3 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Qingdao Hainiu vs Zhejiang Professional | 0 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Shandong Taishan vs Wuhan Three Towns | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Changchun Yatai vs Qingdao West Coast | 1 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Meizhou Hakka vs Beijing Guoan | 0 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Chengdu Rongcheng vs Shenzhen Peng City | 5 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Al-Zawraa vs Al-Minaa | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Al-Shorta SC vs Al-Hudood | 3 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Ghana Women vs Benin Women | 4 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Latvia U17 vs Finland U17 | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Estonia U17 vs Lithuania U17 | 1 - 2 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Mali U17 vs Burkina Faso U17 | 5 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Al-Shorta vs Al-Hudood | 3 - 1 | status: scheduled | result: home_win
[업서트] 브라질 세리에 A | Kalamazoo FC vs Northern Indiana | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | OshSU Aldier vs Ilbirs Bishkek | 4 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Greater Tomorrow vs TMT | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | BST Galaxy vs Steve Biko | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Fortune vs Banjul United | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Real de Banjul vs Team Rhino | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Hart Academy vs SP Falcons | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Bombada vs Banjul Hawks | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Brikama United vs Gambian Dutch Lions | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Gambia Armed Forces vs Marimoo | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Rostov-2 vs Rubin Yalta | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Dynamo Stavropol vs Astrakhan | 1 - 1 | status: finished | result: draw
[업서트] 브라질 세리에 A | Dynamo-2 Makhachkala vs Angusht Nazran | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Pobeda Khasavyurt vs Legion Dynamo Makhachkala | 1 - 1 | status: finished | result: draw
[업서트] 브라질 세리에 A | Nart Cherkessk vs Spartak Nalchik | 5 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Druzhba Maykop vs Sochi-2 | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Sevastopol vs Kuban-Holding Pavlovskaya | 1 - 1 | status: finished | result: draw
[업서트] 브라질 세리에 A | Leones vs Vargas Torres | 3 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Christos FC vs Annapolis Blues | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | Red River vs Hattiesburg FC | 0 - 6 | status: finished | result: away_win
[업서트] 브라질 세리에 A | St. Louis Ambush vs Peoria City | 1 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | New Jersey Copa vs Staten Island Athletic | 2 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Dayton Dutch Lions vs West Virginia United | 2 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Weston FC vs Fort Lauderdale United | 2 - 2 | status: finished | result: draw
[업서트] 브라질 세리에 A | Cedar Stars Rush vs Hudson Valley Hammers | 2 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Boston City vs Boston Bolts | 2 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Seacoast United Phantoms vs Western Mass Pioneers | 0 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Charlotte Independence II vs Tobacco Road | 3 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Real Central New Jersey vs Lehigh Valley United | 6 - 2 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Reading United vs Delaware FC | 1 - 2 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Brevard SC vs Brooke House | 0 - 0 | status: finished | result: draw
[업서트] 브라질 세리에 A | Nona FC vs Brave SC | 0 - 1 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Cleveland Force vs Akron City | 0 - 2 | status: finished | result: away_win
[업서트] 브라질 세리에 A | FC Buffalo vs Steel City | 1 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Džiugas Telšiai vs Riteriai | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Kings Hammer Columbus vs Fort Wayne FC | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Lexington SC II vs Kings Hammer FC | null - null | status: scheduled | result: pending
[업서트] 브라질 세리에 A | Manhattan SC vs Ironbound SC | 1 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Morris Elite vs FC Motown II | 1 - 4 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Miami AC vs FC Miami City | 1 - 5 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Southern Soccer Academy vs Columbus United | null - null | status: postponed | result: pending
[업서트] 브라질 세리에 A | San Francisco Glens vs Academica SC | 6 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Canada vs El Salvador | 2 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Honduras vs Curaçao | 2 - 1 | status: finished | result: home_win
[업서트] 브라질 세리에 A | JJK vs MP | 0 - 0 | status: finished | result: draw
[업서트] 브라질 세리에 A | Šiauliai vs Sūduva | 2 - 2 | status: finished | result: draw
[업서트] 브라질 세리에 A | Tukums vs FK Liepāja | 1 - 3 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Bahirdar Ketema vs Welwalo Adigrat University | 3 - 0 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Klubi 04 vs SalPa | null - null | status: scheduled | result: pending
[결과 없음] 2025-06-21 | Sport Huancayo vs Melgar | 원인 추론: 팀명/리그명 정규화 불일치 가능성, SportsDB API에 해당 경기 데이터 미존재, 경기 날짜/시간대(UTC/KST) 불일치 가능성, 리그ID/리그명 매핑 오류 가능성
[업서트] 브라질 세리에 A | St. Louis Cardinals vs Chicago Cubs | 8 - 7 | status: finished | result: home_win
[업서트] 브라질 세리에 A | Kiwoom Heroes vs Kia Tigers | 9 - 6 | status: finished | result: home_win
[업서트] 브라질 세리에 A | San Diego Padres vs Washington Nationals | 6 - 10 | status: finished | result: away_win
[업서트] 브라질 세리에 A | Los Angeles Angels vs Boston Red Sox | 9 - 5 | status: finished | result: home_win
[업서트] 브라질 세리에 A | New York Mets vs Atlanta Braves | 4 - 7 | status: finished | result: away_win
